ID,Club,ClubNumber,ClubJoined
252910,FC Groningen,29,2019
258286,Barcelona Sporting Club,16,2020
259054,Boavista FC,73,2020
225519,Gimnasia y Esgrima La Plata,9,2014
236783,Heracles Almelo,20,2020
255471,Gil Vicente FC,21,2020
257007,1. FC Nürnberg,18,2020
262384,SK Austria Klagenfurt,4,2018
211952,SV Wehen Wiesbaden,22,2021
221680,FC Cincinnati,14,2019
176368,Incheon United FC,2,2021
189936,Willem II,1,2020
203249,Brentford,16,2019
204785,Crewe Alexandra,12,2020
211953,Türkgücü München,1,2020
237809,Blackpool,11,2021
251633,Lech Poznań,21,2017
208878,SC Cambuur,10,2019
245997,SD Ponferradina,17,2020
215277,Dundee FC,14,2020
241643,Rotherham United,1,2020
248810,Gamba Osaka,27,2019
254954,Club River Plate Asunción,18,2020
255210,Brøndby IF,25,2019
259818,Universidad Técnica de Cajamarca,6,2021
211435,Patronato,9,2021
212971,Al Ahli,16,2018
219627,CD Huachipato,20,2017
240363,Kashiwa Reysol,31,2021
246763,Wolverhampton Wanderers,2,2020
193260,SK Austria Klagenfurt,32,2020
53739,Manchester United,13,2018
254443,Club Always Ready,4,2017
189163,Gillingham,7,2020
154860,FC Botoşani,11,2019
220908,FC Cartagena,11,2021
243180,Vissel Kobe,7,2018
244460,SC Bastia,6,2020
254444,Club Always Ready,20,2016
226628,Kerala Blasters FC,2,2021
263493,Aalborg BK,9,2021
208626,Campionii FC Arges,44,2021
235014,Burton Albion,11,2021
255241,RSC Anderlecht,53,2018
251913,Rapid București,29,2021
184585,Ferencvárosi TC,1,2020
181001,New England Revolution,18,2013
244489,Türkgücü München,15,2021
243721,Western United FC,9,2021
238345,FC Tokyo,27,2019
264457,Real Zaragoza,19,2018
196873,Deportivo Táchira FC,6,2021
259848,Deportivo La Guaira FC,3,2020
258824,Willem II,22,2020
203528,CS Emelec,7,2011
263432,Kasimpaşa SK,12,2021
251399,Kaizer Chiefs,7,2019
248071,Universitatea Craiova,31,2021
244743,Santos Laguna,22,2020
237575,Estudiantes de La Plata,1,2017
236551,Milton Keynes Dons,6,2021
233735,N.E.C. Nijmegen,10,2018
263434,Newell's Old Boys,19,2021
217098,Deportivo La Guaira FC,80,2021
235018,Viktoria Köln,22,2016
239627,Warta Poznań,99,2021
231241,Lillestrøm SK,11,2020
254732,Club River Plate Asunción,26,2021
248588,FC Dinamo 1948 Bucureşti,8,2019
231948,D.C. United,4,2018
221964,Changchun Yatai FC,23,2012
215820,Motherwell,22,2018
263180,RZ Pellets Wolfsberger AC,11,2021
244235,Vitesse,17,2018
233227,HJK Helsinki,24,2020
243210,Valenciennes FC,3,2020
232203,SV Waldhof Mannheim 07,19,2020
231947,Ulsan Hyundai FC,19,2017
223755,1. FC Kaiserslautern,7,2020
156683,IF Elfsborg,8,2017
259850,Deportivo La Guaira FC,24,2017
255754,KSV Cercle Brugge,21,2020
254986,Independiente del Valle,24,2020
245770,Standard de Liège,46,2019
225799,Sarpsborg 08 FF,77,2021
232966,Avispa Fukuoka,10,2006
208965,Al Taawoun,13,2019
224518,FC Viktoria 1889 Berlin,14,2021
255047,Club Cerro Porteño,16,2019
252999,Parma,20,2021
241479,Rayo Vallecano,32,2017
238919,Club de Foot Montréal,41,2018
236615,PSV,34,2015
232519,St. Johnstone FC,14,2018
230471,RB Bragantino,20,2021
229703,Demir Grup Sivasspor,6,2021
209223,Al Raed,27,2020
256326,FC Groningen,19,2021
235590,Los Angeles FC,23,2019
232518,Grasshopper Club Zürich,27,2016
230214,Santos,6,2021
212806,NorthEast United FC,26,2021
199750,SønderjyskE,77,2019
246341,Avispa Fukuoka,13,2021
245061,Racing Club,24,2018
175941,Sarpsborg 08 FF,3,2018
220997,Grenoble Foot 38,19,2020
204104,Suwon Samsung Bluewings,55,2021
208968,Al Shabab,22,2021
221768,SC Rheindorf Altach,18,2014
210437,Grenoble Foot 38,8,2019
217606,New England Revolution,11,2021
210182,Al Hilal,70,2015
261637,Montevideo City Torque,28,2020
241157,Nîmes Olympique,17,2017
239365,FC Farul Constanța,9,2021
234501,Viborg FF,24,2021
228869,Atlético de Madrid,38,2021
217093,Deportivo La Guaira FC,19,2021
254212,Universidad Técnica de Cajamarca,3,2020
222024,SC Rheindorf Altach,13,2020
162052,Hammarby IF,1,2020
263172,Kaizer Chiefs,24,2021
258819,Club Atlético Peñarol,48,2020
243459,New York Red Bulls,74,2019
235267,Charlton Athletic,5,2019
210691,Tromsø IL,25,2012
232520,Charlton Athletic,7,2021
229704,USL Dunkerque,1,2020
258289,Newell's Old Boys,13,2020
225266,SK Brann,7,2020
221847,Shanghai Port FC,25,2020
200845,Dundalk FC,9,2017
252807,İttifak Holding Konyaspor,14,2021
242568,Shonan Bellmare,3,2017
243080,Real Oviedo,21,2020
199049,Hammarby IF,4,2019
211594,Morecambe,3,2021
211850,FSV Zwickau,10,2020
221322,Rochdale,6,2019
241034,Sheffield Wednesday,3,2021
214923,Al Nassr,18,2021
219275,Warta Poznań,21,2019
229259,Abha Club,5,2021
231307,Seraing,18,2021
232843,SV Wehen Wiesbaden,24,2020
200844,Rochdale,13,2019
232076,Deportivo La Guaira FC,30,2021
234636,Brøndby IF,9,2020
237964,Portland Timbers,15,2021
186508,Viking FK,22,2020
254604,Academia Puerto Cabello,12,2020
246407,Club Deportivo Jorge Wilstermann,26,2021
224391,Tromsø IL,28,2021
205447,Türkgücü München,23,2021
190852,Tranmere Rovers,14,2021
204931,FK Bodø/Glimt,30,2020
229507,SK Austria Klagenfurt,31,2020
184707,Blackpool,14,2020
215684,Brøndby IF,14,2017
229508,RZ Pellets Wolfsberger AC,19,2018
234372,Club Always Ready,15,2021
239492,1. FC Saarbrücken,18,2020
241540,SV Wehen Wiesbaden,9,2021
257924,CD Mirandés,21,2020
187782,Accrington Stanley,28,2015
258692,SV Waldhof Mannheim 07,9,2020
235141,SK Austria Klagenfurt,13,2020
140422,Bolton Wanderers,27,2020
215430,Stabæk Fotball,67,2019
215686,Viborg FF,13,2012
226438,Dundee United,33,2021
228230,Club River Plate Asunción,22,2021
231814,Club Deportes Tolima,27,2021
189836,Northampton Town,23,2020
202125,Stoke City,13,2021
257154,San Lorenzo de Almagro,23,2021
209805,Club The Strongest,19,2021
222611,Newell's Old Boys,21,2015
241044,Atlético Tucumán,6,2017
242068,SK Austria Klagenfurt,1,2017
253844,Aragua Fútbol Club,1,2017
223125,N.E.C. Nijmegen,15,2020
225685,Pau FC,7,2020
228757,IK Sirius,6,2021
245653,Jamshedpur FC,10,2021
248213,Spartak Moskva,56,2018
193173,Salford City,8,2021
199830,Club Always Ready,10,2018
221846,Shandong Taishan,6,2010
222870,Plymouth Argyle,32,2020
223638,Campionii FC Arges,25,2021
233878,Rapid București,20,2021
234902,FC St. Gallen 1879,11,2020
237718,FC Sochaux-Montbéliard,17,2020
253846,Cerro Largo Fútbol Club,12,2021
258710,Rosenborg BK,18,2021
216467,Swindon Town,10,2020
264595,Portimonense SC,39,2021
253842,Metropolitanos de Caracas FC,12,2018
246158,Brøndby IF,30,2018
214413,Club Deportivo Palestino,18,2021
215693,Brøndby IF,16,2021
262286,Club Nacional de Football,12,2021
199566,Willem II,18,2019
207502,SK Brann,21,2015
213646,Moreirense FC,36,2020
234382,Hallescher FC,31,2017
236174,Bahia,13,2021
251790,Standard de Liège,12,2021
244626,Crotone,24,2018
224770,Crewe Alexandra,36,2021
246415,Heracles Almelo,23,2020
240528,Dijon FCO,6,2021
241040,Lincoln City,22,2021
256912,Estudiantes de La Plata,4,2016
251281,VfL Osnabrück,6,2019
205202,Śląsk Wrocław,14,2018
244114,Angers SCO,2,2021
202115,FC Flyeralarm Admira,84,2021
235906,Molde FK,15,2021
243698,SV Ried,2,2020
241659,Randers FC,90,2019
216823,SC Freiburg II,9,2021
229367,Wigan Athletic,39,2021
236279,Chamois Niortais Football Club,4,2019
173815,Burton Albion,5,2020
240119,İttifak Holding Konyaspor,77,2021
254711,Club Nacional,6,2019
248056,FC Voluntari,6,2021
258040,Raków Częstochowa,66,2020
232697,Patronato,4,2020
236281,Newell's Old Boys,38,2021
238329,Godoy Cruz,8,2017
239353,Heracles Almelo,19,2019
246265,Kashiwa Reysol,8,2019
190457,Strømsgodset IF,11,2016
260089,Metropolitanos de Caracas FC,2,2020
208122,IFK Norrköping,16,2021
192250,Newcastle Jets,6,2021
260090,Metropolitanos de Caracas FC,8,2020
262138,Olympique Lyonnais,4,2021
260086,KSV Cercle Brugge,29,2020
256502,Boca Juniors,16,2018
243702,Nottingham Forest,2,2018
215028,Club Atlético Sarmiento,38,2021
255218,Club Tijuana,34,2020
259570,Club Atlético Lanús,21,2020
241139,FK Haugesund,5,2019
251635,FC Botoşani,30,2019
254707,Club Olimpia,22,2021
196339,Hallescher FC,26,2020
205044,Türkgücü München,11,2021
212980,SC Rheindorf Altach,2,2020
215540,Odds BK,11,2021
239606,F.C. Hansa Rostock,20,2015
229620,Hammarby IF,11,2018
178421,Club Deportivo Palestino,13,2018
246005,Sydney FC,16,2018
248821,AS Nancy Lorraine,22,2021
188917,Odense Boldklub,16,2021
204278,FC Cartagena,15,2020
210422,Wisła Płock,1,2020
229878,Club Atlético Central Córdoba,27,2017
225531,RKC Waalwijk,24,2021
243963,Hibernian,7,2020
203138,Wycombe Wanderers,28,2021
259067,Sporting CP,22,2020
253053,USL Dunkerque,20,2021
258173,Warta Poznań,9,2020
203902,Kerala Blasters FC,20,2021
231550,LDU Quito,14,2015
246910,Boca Juniors,34,2019
252030,FC St. Gallen 1879,23,2019
237695,Tigres U.A.N.L.,30,2017
239999,FC Vizela,1,2020
240511,KV Oostende,11,2018
252799,Çaykur Rizespor,1,2019
263808,Yukatel Kayserispor,11,2021
220544,Club The Strongest,30,2021
223104,Dundee United,9,2018
253568,Grasshopper Club Zürich,19,2020
213377,Ettifaq FC,9,2012
213889,Newport County,3,2019
220545,Club Always Ready,8,2020
244097,VfL Bochum 1848,32,2020
261249,Paris Saint-Germain,38,2020
246909,FC Lausanne-Sport,28,2021
211581,Seattle Sounders FC,27,2020
244348,CF Monterrey,6,2018
223997,Bruk-Bet Termalica Nieciecza,7,2016
221692,Accrington Stanley,9,2019
225532,Stade Malherbe Caen,27,2021
226044,Club Deportivo Jorge Wilstermann,20,2021
236028,Sevilla FC,31,2018
186876,St. Johnstone FC,25,2021
254204,FBC Melgar,19,2019
204541,Sport Huancayo,25,2020
220669,Doncaster Rovers,9,2020
264446,Zagłębie Lubin,11,2020
239740,Seraing,36,2017
222206,Grenoble Foot 38,26,2021
231678,Central Coast Mariners,21,2019
237310,Blackpool,15,2020
242686,SC Cambuur,14,2020
245758,FC Sion,76,2018
226815,Sporting Kansas City,13,2020
239739,Santos Laguna,12,2020
263804,Shakhtar Donetsk,26,2019
229378,Blackburn Rovers,20,2021
244676,PEC Zwolle,16,2021
252929,Real Zaragoza,26,2019
210715,Aalborg BK,22,2019
227866,Stabæk Fotball,9,2021
216346,Philadelphia Union,29,2021
213274,Platense,22,2021
190489,Lillestrøm SK,90,2019
234521,Stabæk Fotball,22,2020
209177,Al Fateh,25,2019
204825,Coventry City,13,2019
203569,Hyderabad FC,7,2020
248112,Universitatea Craiova,10,2021
231728,AFC UTA Arad,88,2020
156464,Rotherham United,6,2014
203824,Crystal Palace,31,2021
258095,Club Atlético Lanús,13,2020
234799,Paris FC,8,2021
224558,Shanghai Port FC,3,2020
219694,IFK Göteborg,4,2021
213294,Patronato,18,2021
199470,SC Rheindorf Altach,11,2018
196910,Club Deportivo Jorge Wilstermann,19,2018
241946,Belenenses SAD,33,2021
220187,Exeter City,7,2012
240941,Olympique Lyonnais,31,2018
236315,Hull City,5,2020
246047,Orlando City Soccer Club,21,2021
236831,SV Darmstadt 98,22,2020
235807,Rochdale,8,2016
231455,CD Antofagasta,3,2020
231199,Rotherham United,22,2021
220191,Boavista FC,3,2021
247582,New York Red Bulls,8,2021
168990,CFR Cluj,28,2017
224542,Gimnasia y Esgrima La Plata,33,2021
224286,Górnik Łęczna,3,2019
202014,Shamrock Rovers,4,2016
248861,Club Deportivo Guabirá,19,2020
247069,Free agent,,2008
244509,Hertha BSC,30,2018
191260,Al Shabab,4,2020
241436,Rangers FC,3,2020
203292,Huddersfield Town,20,2021
262428,FC Vizela,99,2017
238363,1. FC Magdeburg,28,2020
258093,Vitesse,42,2020
204333,Borussia Dortmund II,30,2020
246190,Spartak Moskva,22,2018
244521,Lechia Gdańsk,99,2021
235049,Godoy Cruz,6,2016
234281,Pohang Steelers,8,2021
213801,Santa Clara,18,2021
261160,Arsenal de Sarandí,17,2017
231720,Chamois Niortais Football Club,30,2020
229416,UD Ibiza,3,2019
198952,AFC Chindia Târgoviște,22,2021
257319,FC Sochaux-Montbéliard,26,2020
190247,Burton Albion,2,2017
255015,AS Saint-Étienne,26,2020
235303,Cracovia,33,2016
206631,Seattle Sounders FC,22,2021
262439,FC Arouca,97,2020
253990,Club Atlético Nacional Potosí,12,2019
251686,Vélez Sarsfield,34,2019
184614,RKC Waalwijk,29,2021
241190,Türkgücü München,21,2021
233254,Vegalta Sendai,11,2020
228646,Patronato,11,2015
243241,Torino F.C.,99,2018
255273,Chicago Fire Football Club,22,2020
258092,Vitesse,40,2020
259881,Club Atlético Rentistas,39,2016
191532,Beijing Guoan FC,3,2017
183596,SV Meppen,32,2017
235820,SK Rapid Wien,25,2016
232748,Shimizu S-Pulse,21,2020
224556,Changchun Yatai FC,31,2021
219948,Dundee FC,35,2021
212481,1. FC Kaiserslautern,17,2021
258603,Arsenal de Sarandí,18,2020
257579,Standard de Liège,15,2020
245035,Barnsley,17,2018
237867,Ross County FC,4,2021
211499,América de Cali,5,2021
262699,Bruk-Bet Termalica Nieciecza,10,2020
262443,FC U Craiova 1948,8,2020
237098,Suwon FC,66,2019
233514,Legia Warszawa,23,2021
229930,Doncaster Rovers,2,2021
262442,FC U Craiova 1948,2,2018
261161,Club Atlético Central Córdoba,45,2015
247071,Free agent,,2008
248351,FC Cincinnati,23,2021
253983,Lech Poznań,88,2020
213368,KV Kortrijk,6,2016
254327,Shrewsbury Town,14,2021
226679,Salford City,10,2020
247414,Yokohama FC,2,2019
176246,FC Lugano,10,2017
234358,Lechia Gdańsk,22,2021
191861,Wuhan FC,13,2021
241269,Brøndby IF,17,2016
255860,Málaga CF,32,2019
245364,Le Havre AC,10,2020
243572,Girona FC,26,2019
240500,Ipswich Town,6,2017
232308,Odds BK,26,2021
221812,Al Shabab,17,2019
263028,FC Red Bull Salzburg,3,2019
256883,Clube Sport Marítimo,11,2020
247411,CF Fuenlabrada,26,2018
238963,Viktoria Köln,15,2021
227443,FC Tokyo,8,2017
224115,FC Voluntari,24,2018
254583,CF Fuenlabrada,4,2019
259704,Guaireña FC,10,2019
234784,Burgos CF,6,2020
208505,CF Fuenlabrada,9,2021
221358,Fleetwood Town,16,2020
236923,Morecambe,21,2021
236667,Club Atlético Aldosivi,8,2020
221819,Henan Songshan Longmen FC,22,2020
211067,Seraing,26,2021
198011,Hull City,9,2019
262267,Go Ahead Eagles,11,2021
251770,Universitatea Craiova,28,2020
170362,Barcelona Sporting Club,18,2012
229498,Santa Clara,16,2021
213626,CD Antofagasta,12,2015
210042,SV Wehen Wiesbaden,8,2020
206202,Peterborough United,18,2021
263290,FC Lokomotiv Moscow,24,2021
263034,Wisła Płock,5,2021
178297,CD Lugo,15,2019
229753,FC Luzern,8,2018
227961,Lincoln City,24,2021
224633,Shanghai Port FC,28,2014
205939,Yukatel Kayserispor,27,2021
251762,Benevento,7,2021
248434,1. FC Kaiserslautern,19,2021
238450,Portsmouth,20,2020
248099,FC Voluntari,20,2021
246563,CFR Cluj,13,2020
237347,Grenoble Foot 38,29,2019
160035,Cerro Largo Fútbol Club,54,2021
203043,St. Johnstone FC,11,2019
242722,Houston Dynamo,2,2018
229154,Wisła Kraków,9,2021
214818,Club de Deportes Cobresal,14,2020
256545,SV Ried,12,2018
248097,Rapid București,77,2021
231713,La Equidad,8,2020
229409,SD Amorebieta,3,2021
221985,FC Flyeralarm Admira,93,2021
213281,Sydney FC,8,2017
212513,Lincoln City,14,2021
203809,Shrewsbury Town,6,2019
261152,Arsenal de Sarandí,23,2021
253472,Aarhus GF,19,2021
252192,Atlético Tucumán,14,2019
193059,RKC Waalwijk,12,2017
219684,Bristol Rovers,11,2020
160292,Charlton Athletic,26,2020
224624,Shanghai Port FC,23,2015
218738,FC Farul Constanța,27,2021
212338,En Avant de Guingamp,7,2019
257649,Warta Poznań,16,2019
253809,Puebla FC,17,2021
237169,Lincoln City,15,2021
235633,Stade de Reims,16,2019
262513,Real Sociedad B,9,2020
242800,Bristol City,19,2021
252527,FC Luzern,46,2019
252964,Cagliari,25,2021
241007,Angers SCO,6,2020
230511,Juventude,9,2021
223855,Cerro Largo Fútbol Club,21,2021
263791,Clube Sport Marítimo,25,2021
255854,Real Sociedad,26,2021
255781,CD Lugo,30,2021
232741,Yokohama FC,7,2019
255524,Belenenses SAD,14,2018
157734,Bristol Rovers,32,2019
223014,Cracovia,8,2021
219661,US Salernitana 1919,4,2019
257303,Lincoln City,4,2020
237592,SK Austria Klagenfurt,5,2021
247320,Örebro SK,12,2019
253464,Aalborg BK,14,2019
192792,SK Slavia Praha,31,2017
254719,Club Nacional,14,2019
228863,BK Häcken,11,2021
257621,Śląsk Wrocław,19,2020
236629,KAA Gent,3,2021
240212,Angers SCO,30,2019
235860,Free agent,,2021
234836,1. FC Nürnberg,8,2021
199508,Tokushima Vortis,3,2020
198740,Fútbol Club Juárez,26,2021
197716,New England Revolution,10,2014
196948,Houston Dynamo,27,2021
248147,Śląsk Wrocław,8,2020
236627,SG Dynamo Dresden,30,2021
235347,Wigan Athletic,3,2019
233043,Club Atlético Nacional Potosí,16,2020
220184,Wisła Płock,11,2019
252183,Stade Malherbe Caen,24,2019
246547,Rosario Central,32,2018
243735,1. FC Kaiserslautern,1,2019
254739,Club Nacional,11,2020
221972,Changchun Yatai FC,5,2010
230676,Empoli,31,2019
165908,Pohang Steelers,14,2020
237332,Cheltenham Town,10,2020
239892,Adana Demirspor,23,2017
246548,Vålerenga Fotball,26,2019
261652,FC Groningen,21,2021
262165,AD Alcorcón,20,2021
202517,FC Academica Clinceni,11,2021
239125,FK Bodø/Glimt,20,2021
244757,Platense,4,2020
181013,Örebro SK,25,2015
247061,Al Ain FC,99,2018
251669,FC Paços de Ferreira,26,2019
254741,Club River Plate Asunción,2,2019
228887,SC East Bengal FC,2,2021
237335,US Salernitana 1919,20,2014
237591,Wisła Kraków,3,2020
225875,Hallescher FC,8,2021
253522,Club Atlético Nacional Potosí,21,2019
247122,Shakhtar Donetsk,45,2018
214354,Portland Timbers,27,2014
253772,Club Universitario de Deportes,13,2015
243276,Luton Town,19,2020
231500,IK Sirius,21,2019
247883,Club The Strongest,7,2019
172619,Club Universitario de Deportes,9,2021
236875,FC Ingolstadt 04,2,2018
225355,Club Deportes Tolima,20,2021
219467,Fleetwood Town,2,2021
188490,Cheltenham Town,8,2020
252490,Yokohama F. Marinos,26,2019
244810,LASK Linz,24,2018
239690,SV Waldhof Mannheim 07,8,2021
226122,Campionii FC Arges,28,2021
216394,Club León,3,2020
203850,SK Rapid Wien,17,2014
262474,N.E.C. Nijmegen,26,2019
258889,Boavista FC,22,2021
258121,Hammarby IF,33,2020
237385,Dundee United,23,2019
200781,Cheltenham Town,7,2018
238925,1. FC Saarbrücken,22,2021
241485,Shanghai Port FC,17,2017
223823,SV Waldhof Mannheim 07,1,2019
204626,Strømsgodset IF,4,2021
202322,Sarpsborg 08 FF,6,2019
255313,RKC Waalwijk,10,2020
237393,Feyenoord,16,2020
212817,Gangwon FC,18,2021
211793,Sydney FC,2,2021
242512,Górnik Zabrze,27,2018
239952,Free agent,,2021
219471,FC Sochaux-Montbéliard,18,2019
241741,SV Sandhausen,20,2020
193358,Kalmar FF,29,2013
255310,Vancouver Whitecaps FC,17,2020
184142,FC Arouca,60,2019
182094,Shanghai Shenhua FC,26,2020
240974,N.E.C. Nijmegen,11,2021
227150,Raków Częstochowa,20,2020
138830,Milton Keynes Dons,3,2002
254029,CS Emelec,26,2016
253715,Girona FC,9,2021
244755,Pogoń Szczecin,33,2018
221709,San Jose Earthquakes,22,2014
229849,Rodez Aveyron Football,18,2020
222937,Doncaster Rovers,8,2021
255448,FC Botoşani,28,2020
242648,Seattle Sounders FC,16,2020
236248,Heart of Midlothian,9,2016
222168,Strømsgodset IF,88,2019
212440,Seongnam FC,29,2021
248023,FC Academica Clinceni,88,2021
246231,PEC Zwolle,23,2018
245719,1. FC Saarbrücken,21,2021
224983,FBC Melgar,14,2019
158167,TSV Egger Glas Hartberg,16,2021
246230,En Avant de Guingamp,8,2018
244438,New York Red Bulls,44,2018
202966,Jeonbuk Hyundai Motors,6,2014
259797,Club Atlético Palmaflor,19,2020
247509,FC Dallas,6,2019
233173,Oita Trinita,11,2021
212693,Clube Sport Marítimo,27,2021
253396,Atlético de Madrid,27,2020
226265,CD Huachipato,48,2021
231897,Sportclub Verl,27,2021
202259,Sarpsborg 08 FF,5,2019
176345,Kashima Antlers,1,2017
225757,Sydney FC,22,2021
251356,Silkeborg IF,7,2019
241884,Shonan Bellmare,2,2020
240860,Real Betis Balompié,26,2021
